OCCUPATION_TYPE,EMP_STATE,EMP_COUNTRY,EMP_NAICS,EMP_YEAR_COMMENCED,EMP_WORKER_INTEREST,EMP_RELATIONSHIP_WORKER,EMP_POC_STATE,EMP_POC_COUNTRY,ATTY_AG_REP_TYPE,ATTY_AG_MIDDLE_NAME,ATTY_AG_CITY,ATTY_AG_STATE,ATTY_AG_POSTAL_CODE,ATTY_AG_COUNTRY,ATTY_AG_GOOD_STANDING_STATE,ATTY_AG_GOOD_STANDING_COURT,FW_INFO_APPX_A_ATTACHED,PWD_SOC_CODE,PWD_SOC_TITLE,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,IS_APPENDIX_B_ATTACHED,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_ACCEPT_DIPLOMA_PWD,OTHER_REQ_IS_FW_CURRENTLY_WRK,OTHER_REQ_EMP_RELY_EXP,OTHER_REQ_JOB_EMP_PREMISES,OTHER_REQ_JOB_COMBO_OCCUP,OTHER_REQ_JOB_FOREIGN_LANGUAGE,OTHER_REQ_JOB_REQ_EXCEED,OTHER_REQ_EMP_USE_CREDENTIAL,OTHER_REQ_EMP_REC_PAYMENT,OTHER_REQ_EMP_LAYOFF,RECR_INFO_RECRUIT_SUPERVISED_REQ,RECR_INFO_IS_NEWSPAPER_SUNDAY,RECR_INFO_RECRUIT_AD_TYPE,RECR_OCC_EMP_WEBSITE_FROM,RECR_OCC_LOCAL_NEWSPAPER_TO,NOTICE_POST_BARGAIN_REP,NOTICE_POST_BARGAIN_REP_PHYSICAL,NOTICE_POST_BARGAIN_REP_ELECTRONIC,NOTICE_POST_BARGAIN_REP_INHOUSE,NOTICE_POST_BARGAIN_REP_PRIVATE,NOTICE_POST_EMP_NOT_POSTED,EMP_CERTIFY_COMPLIANCE,RECEIVED_YEAR,RECEIVED_MONTH,WAGE_BAND,CASE_STATUS_CLEAN,OUTCOME_BINARY,DAYS_TO_DECISION,DECISION_YEAR,DECISION_MONTH
Professional occupation,WA,UNITED STATES OF AMERICA,513210.0,1975.0,N,N,WA,UNITED STATES OF AMERICA,Attorney,Stephen,Vancouver,,V6E4A2,CANADA,IA,Supreme Court of Iowa,Y,15-1252.00,Software Developers,Year,Business Premises,WA,"Seattle-Tacoma-Bellevue, WA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,Newspaper of General Circulation,,2024-03-14 00:00:00,N,Y,Y,Y,N,N,Y,2024,2024-05,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,467.0,2025,2025-08
Non-professional,WA,UNITED STATES OF AMERICA,814110.0,2023.0,N,N,WA,UNITED STATES OF AMERICA,Attorney,Leigh Anne,Atlanta,GA,30305,UNITED STATES OF AMERICA,GA,Supreme Court of Georgia,Y,39-9011.01,Nannies,Year,Employer's private household (includes live-in and domestic household worker),WA,"Seattle-Tacoma-Bellevue, WA",N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,,N,N,N,N,Y,N,Y,2024,2024-05,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,450.0,2025,2025-08
Professional occupation,WA,UNITED STATES OF AMERICA,513210.0,1975.0,N,N,WA,UNITED STATES OF AMERICA,Attorney,,Los Angeles,CA,90013,UNITED STATES OF AMERICA,CA,Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,WA,"Seattle-Tacoma-Bellevue, WA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,Newspaper of General Circulation,,2024-03-08 00:00:00,N,Y,Y,Y,N,N,Y,2024,2024-05,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,467.0,2025,2025-08
Professional occupation,NJ,UNITED STATES OF AMERICA,541511.0,2014.0,N,N,NJ,UNITED STATES OF AMERICA,Attorney,V,SOUTH PLAINFIELD,NJ,7080,UNITED STATES OF AMERICA,NY,APPELLATE COURT,Y,15-1252.00,Software Developers,Year,Business Premises,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-07-10 00:00:00,,N,Y,N,Y,N,N,Y,2023,2023-12,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,489.0,2025,2025-04
Professional occupation,FL,UNITED STATES OF AMERICA,454110.0,2021.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,Boca Raton,FL,33486,UNITED STATES OF AMERICA,NY,New York Supreme Court,Y,13-1161.01,Search Marketing Strategists,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-12-05 00:00:00,,N,Y,N,N,N,N,Y,2024,2024-02,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,500.0,2025,2025-07
Professional occupation,FL,UNITED STATES OF AMERICA,4451.0,2016.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,Andrea,Aventura,FL,33180,UNITED STATES OF AMERICA,NY,New York State Supreme Court,Y,11-1021.00,General and Operations Managers,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2024-04-04 00:00:00,N,Y,N,N,N,N,Y,2024,2024-05,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,457.0,2025,2025-08
Non-professional,KS,UNITED STATES OF AMERICA,722513.0,2021.0,N,N,KS,UNITED STATES OF AMERICA,Attorney,,Ketchum,ID,83340,UNITED STATES OF AMERICA,ID,Idaho Supreme Court,Y,35-3023.00,Fast Food and Counter Workers,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-02,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,484.0,2025,2025-06
Professional occupation,VA,UNITED STATES OF AMERICA,44112.0,1993.0,N,N,VA,UNITED STATES OF AMERICA,Attorney,,Raleigh,NC,27615,UNITED STATES OF AMERICA,IN,Indiana Supreme Court,Y,15-1253.00,Software Quality Assurance Analysts and Testers,Year,Business Premises,VA,"Richmond, VA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-10-23 00:00:00,,N,Y,N,Y,N,N,Y,2024,2024-01,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,495.0,2025,2025-05
Professional occupation,TX,UNITED STATES OF AMERICA,213112.0,2013.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,Nguyen,Houston,TX,77063,UNITED STATES OF AMERICA,TX,Texas Supreme Court,Y,15-1299.03,Document Management Specialists,Year,Business Premises,TX,"Houston-The Woodlands-Sugar Land, TX",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-12-13 00:00:00,,N,Y,Y,Y,N,N,Y,2024,2024-04,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,474.0,2025,2025-08
Professional occupation,VA,UNITED STATES OF AMERICA,541511.0,2008.0,N,N,VA,UNITED STATES OF AMERICA,Attorney,B,Herndon,VA,20172,UNITED STATES OF AMERICA,NY,THIRD APPELLATE COURT,Y,15-1252.00,Software Developers,Year,Business Premises,VA,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2024-01-02 00:00:00,2024-03-31 00:00:00,N,Y,N,N,N,N,Y,2024,2024-06,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,467.0,2025,2025-09
Professional occupation,NY,UNITED STATES OF AMERICA,51929.0,1987.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,John,New York,NY,10018,UNITED STATES OF AMERICA,MA,Massachusetts Supreme Judicial Court,Y,15-1252.00,Software Developers,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-11-13 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-01,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,479.0,2025,2025-05
Professional occupation,FL,UNITED STATES OF AMERICA,423450.0,2014.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,New York,NY,33445,UNITED STATES OF AMERICA,NY,SUPREME,Y,49-9062.00,Medical Equipment Repairers,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-11-06 00:00:00,,N,Y,N,N,N,N,Y,2024,2024-01,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,467.0,2025,2025-05
Non-professional,GA,UNITED STATES OF AMERICA,115114.0,1913.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,53-7064.00,"Packers and Packagers, Hand",Year,Business Premises,GA,"Valdosta, GA",N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-02,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,477.0,2025,2025-06
Professional occupation,CA,UNITED STATES OF AMERICA,33441.0,2018.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,San Jose,CA,95134,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,17-2071.00,Electrical Engineers,Year,Business Premises,CA,"Los Angeles-Long Beach-Anaheim, CA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2024-05-02 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-06,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,440.0,2025,2025-09
Professional occupation,CA,UNITED STATES OF AMERICA,518210.0,2003.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,Santa Clara,CA,95054,UNITED STATES OF AMERICA,CA,Supreme Court of California,Y,15-2051.00,Data Scientists,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-10-27 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-03,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,490.0,2025,2025-07
Professional occupation,TX,UNITED STATES OF AMERICA,333120.0,1925.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,Echiburu,Chicago,IL,60606,UNITED STATES OF AMERICA,IL,Supreme Court of Illinois,Y,15-2051.01,Business Intelligence Analysts,Year,Business Premises,IL,"Peoria, IL",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-06-29 00:00:00,,N,Y,N,Y,N,N,Y,2023,2023-12,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,483.0,2025,2025-04
Professional occupation,CA,UNITED STATES OF AMERICA,511210.0,2012.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Michael,SAN FRANCISCO,CA,94111,UNITED STATES OF AMERICA,NY,NEW YORK COURT OF APPEALS,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-19 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-01,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,511.0,2025,2025-05
Non-professional,CA,UNITED STATES OF AMERICA,722511.0,2015.0,N,Y,CA,UNITED STATES OF AMERICA,Attorney,Petchsuwan,Portland,OR,97225,UNITED STATES OF AMERICA,OR,Oregon Supreme Court,Y,35-1011.00,Chefs and Head Cooks,Year,Business Premises,CA,"Los Angeles-Long Beach-Anaheim, CA",N,N,Y,N,,N,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-05,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,486.0,2025,2025-09
Professional occupation,VA,UNITED STATES OF AMERICA,515120.0,2019.0,N,N,VA,UNITED STATES OF AMERICA,Attorney,Sarah,Chicago,IL,60606,UNITED STATES OF AMERICA,IL,Supreme Court,Y,15-2051.00,Data Scientists,Year,Business Premises,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2024-02-12 00:00:00,N,Y,N,N,N,N,Y,2024,2024-04,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,483.0,2025,2025-08
Non-professional,CA,UNITED STATES OF AMERICA,722513.0,2014.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,WI,Wisconsin Supreme Court,Y,35-3023.00,Fast Food and Counter Workers,Hour,No one specific worksite address or physical location,,,Y,Y,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-12,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,480.0,2025,2025-04
Professional occupation,CA,UNITED STATES OF AMERICA,51929.0,2004.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Phillip,Richardson,TX,75082,UNITED STATES OF AMERICA,TX,Supreme Court of Texas,Y,15-1252.00,Software Developers,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2024-02-05 00:00:00,,N,Y,N,Y,N,N,Y,2024,2024-06,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,442.0,2025,2025-09
Professional occupation,WI,UNITED STATES OF AMERICA,238220.0,1988.0,N,N,WI,UNITED STATES OF AMERICA,Attorney,,Chicago,IL,60606,UNITED STATES OF AMERICA,IL,Supreme Court of Illinois,Y,17-2141.00,Mechanical Engineers,Year,Business Premises,PA,"York-Hanover, PA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-06-14 00:00:00,2023-06-28 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-12,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,515.0,2025,2025-05
College/University Teacher,OH,UNITED STATES OF AMERICA,6113.0,1870.0,N,N,OH,UNITED STATES OF AMERICA,Attorney,,Akron,OH,44308,UNITED STATES OF AMERICA,OH,SUPREME COURT OF OHIO,Y,25-1011.00,"Business Teachers, Postsecondary",Year,Business Premises,OH,"Akron, OH",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,Y,N,N,N,N,N,Y,2024,2024-02,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,513.0,2025,2025-07
Professional occupation,CA,UNITED STATES OF AMERICA,5417.0,2006.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,Summit,NJ,7901,UNITED STATES OF AMERICA,NY,New York Eastern District Court,Y,15-2099.01,Bioinformatics Technicians,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2024-02-07 00:00:00,2024-02-20 00:00:00,N,Y,N,N,N,N,Y,2024,2024-06,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,459.0,2025,2025-09
Professional occupation,CA,UNITED STATES OF AMERICA,541512.0,1983.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Vu,Santa Clara,CA,95054,UNITED STATES OF AMERICA,MN,Minnesota Supreme Court,Y,15-2051.00,Data Scientists,Year,Business Premises,GA,"Atlanta-Sandy Springs-Roswell, GA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2024-04-04 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-06,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,456.0,2025,2025-09
Professional occupation,NJ,UNITED STATES OF AMERICA,541511.0,2004.0,N,N,NJ,UNITED STATES OF AMERICA,Attorney,Ramesh,Hoboken,NJ,7030,UNITED STATES OF AMERICA,NJ,Court of Appeals,Y,15-1211.00,Computer Systems Analysts,Year,Business Premises,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-10-17 00:00:00,2023-10-23 00:00:00,N,Y,N,Y,N,N,Y,2024,2024-03,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,483.0,2025,2025-07
Non-professional,MA,UNITED STATES OF AMERICA,48599.0,1996.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,WI,Wisconsin Supreme Court,Y,53-7061.00,Cleaners of Vehicles and Equipment,Hour,Business Premises,MA,"Worcester, MA-CT",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-07,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,451.0,2025,2025-09
Non-professional,CA,UNITED STATES OF AMERICA,722513.0,2014.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,WI,Wisconsin Supreme Court,Y,35-3023.00,Fast Food and Counter Workers,Hour,No one specific worksite address or physical location,,,Y,Y,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-12,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,466.0,2025,2025-04
Professional occupation,NE,UNITED STATES OF AMERICA,311611.0,2018.0,N,N,NE,UNITED STATES OF AMERICA,Attorney,,Omaha,NE,68114,UNITED STATES OF AMERICA,NE,Nebraska Supreme Court,Y,11-2021.00,Marketing Managers,Year,Business Premises,NE,Northeast Nebraska nonmetropolitan area,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-08-23 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-12,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,523.0,2025,2025-05
Professional occupation,CA,UNITED STATES OF AMERICA,621112.0,1995.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,D,San Diego,CA,92130,UNITED STATES OF AMERICA,CA,Supreme Court of California,Y,29-1223.00,Psychiatrists,Year,Business Premises,CA,"Sacramento--Roseville--Arden-Arcade, CA",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-12-04 00:00:00,,N,Y,N,N,N,N,Y,2024,2024-03,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,481.0,2025,2025-07
Professional occupation,GA,UNITED STATES OF AMERICA,33341.0,1927.0,N,N,GA,UNITED STATES OF AMERICA,Attorney,Alexandra,Atlanta,GA,30309,UNITED STATES OF AMERICA,GA,Supreme Court of Georgia,Y,11-3021.00,Computer and Information Systems Managers,Year,Business Premises,GA,"Atlanta-Sandy Springs-Roswell, GA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-08-10 00:00:00,N,Y,N,N,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,515.0,2025,2025-04
Professional occupation,MO,UNITED STATES OF AMERICA,515210.0,1993.0,N,N,MO,UNITED STATES OF AMERICA,Attorney,G,Philadelphia,PA,19103,UNITED STATES OF AMERICA,NY,Supreme,Y,15-1252.00,Software Developers,Year,Business Premises,MO,"St. Louis, MO-IL",N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,Newspaper of General Circulation,2023-11-23 00:00:00,,N,Y,N,Y,N,N,Y,2024,2024-05,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,457.0,2025,2025-08
Professional occupation,NJ,UNITED STATES OF AMERICA,42499.0,2013.0,N,N,NJ,UNITED STATES OF AMERICA,Attorney,,GREAT NECK,NY,11021,UNITED STATES OF AMERICA,NY,NEW YORK SUPREME COURT,Y,27-3031.00,Public Relations Specialists,Year,Business Premises,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Newspaper of General Circulation,,2023-12-21 00:00:00,N,Y,N,N,N,N,Y,2024,2024-02,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,488.0,2025,2025-06
Non-professional,NY,UNITED STATES OF AMERICA,62161.0,2007.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,C,Norcross,GA,30093,UNITED STATES OF AMERICA,TN,Tennessee Supreme Court,Y,31-1121.00,Home Health Aides,Year,No one specific worksite address or physical location,,,Y,Y,Y,N,,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-05,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,462.0,2025,2025-08
Non-professional,WI,UNITED STATES OF AMERICA,336212.0,1961.0,N,N,WI,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,TN,Tennessee Supreme Court,Y,51-2092.00,Team Assemblers,Hour,Business Premises,WI,"Madison, WI",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-03,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,484.0,2025,2025-07
Non-professional,WI,UNITED STATES OF AMERICA,623110.0,1906.0,N,N,WI,UNITED STATES OF AMERICA,Attorney,,San Gabriel,CA,91776,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,35-3041.00,"Food Servers, Nonrestaurant",Year,Business Premises,WI,"Milwaukee-Waukesha-West Allis, WI",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-01,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,490.0,2025,2025-06
Professional occupation,WA,UNITED STATES OF AMERICA,513210.0,1975.0,N,N,WA,UNITED STATES OF AMERICA,Attorney,Stephen,Vancouver,,V6E 4A2,CANADA,IA,Supreme Court of Iowa,Y,15-2051.00,Data Scientists,Year,Business Premises,WA,"Seattle-Tacoma-Bellevue, WA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-11-30 00:00:00,N,Y,Y,Y,N,N,Y,2024,2024-02,"(139693.0, 12839800.0]",CERTIFIED,CERTIFIED_GROUP,492.0,2025,2025-06
Professional occupation,NM,UNITED STATES OF AMERICA,541511.0,2003.0,N,N,NM,UNITED STATES OF AMERICA,Attorney,,Boston,MA,2110,UNITED STATES OF AMERICA,MA,MA Supreme Judicial Court,Y,15-1252.00,Software Developers,Year,Business Premises,NM,"ALBUQUERQUE, NM",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2024-02-08 00:00:00,2024-03-07 00:00:00,N,Y,N,N,N,N,Y,2024,2024-04,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,466.0,2025,2025-08
Professional occupation,MI,UNITED STATES OF AMERICA,541511.0,1999.0,N,N,MI,UNITED STATES OF AMERICA,Attorney,,ANN ARBOR,MI,48105,UNITED STATES OF AMERICA,MI,The Michigan Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,MI,"Detroit-Warren-Dearborn, MI",N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-08-21 00:00:00,,N,Y,N,Y,N,N,Y,2023,2023-10,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,527.0,2025,2025-04
Professional occupation,MA,UNITED STATES OF AMERICA,541511.0,1944.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,Mary,Chicago,IL,60606,UNITED STATES OF AMERICA,IL,Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,MA,"Boston-Cambridge-Nashua, MA-NH",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2024-01-31 00:00:00,N,Y,N,N,N,N,Y,2024,2024-03,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,478.0,2025,2025-07
Professional occupation,CA,UNITED STATES OF AMERICA,541511.0,1999.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,E.C.,Arlington,VA,22201,UNITED STATES OF AMERICA,NC,North Carolina Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-07-18 00:00:00,2023-08-10 00:00:00,N,Y,Y,N,N,N,Y,2023,2023-11,"(99507.0, 139693.0]",CERTIFIED,CERTIFIED_GROUP,517.0,2025,2025-04
Professional occupation,GA,UNITED STATES OF AMERICA,51119.0,1994.0,N,N,GA,UNITED STATES OF AMERICA,Attorney,,New York,NY,10036,UNITED STATES OF AMERICA,NY,U.S. Supreme Court,Y,15-1243.00,Database Architects,Year,Business Premises,NC,"Raleigh, NC",N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-10-04 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,572.0,2025,2025-06
Non-professional,GA,UNITED STATES OF AMERICA,311615.0,2012.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Year,Business Premises,GA,"Columbus, GA-AL",N,N,Y,N,,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-01,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,514.0,2025,2025-06
Professional occupation,IL,UNITED STATES OF AMERICA,541219.0,2008.0,N,N,IL,UNITED STATES OF AMERICA,Attorney,,Chicago,IL,60606,UNITED STATES OF AMERICA,IL,Supreme Court,Y,13-2011.00,Accountants and Auditors,Year,Business Premises,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-11-15 00:00:00,N,Y,N,N,N,N,Y,2024,2024-04,"(37606.4, 99507.0]",CERTIFIED,CERTIFIED_GROUP,497.0,2025,2025-08
Non-professional,MI,UNITED STATES OF AMERICA,561720.0,2012.0,N,N,PA,UNITED STATES OF AMERICA,Attorney,,San Diego,CA,92122,UNITED STATES OF AMERICA,MA,Massachusetts Supreme Judicial Court,Y,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Year,Business Premises,MI,"DETROIT-WARREN-DEARBORN, MI",N,N,Y,N,,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2024,2024-05,"(5.999, 37606.4]",CERTIFIED,CERTIFIED_GROUP,482.0,2025,2025-08
